private_entity,external_uri,confidence,description,wikidata_id,wikidata_label
Haigazian University,http://www.wikidata.org/entity/Q465523,1.0,university in Lebanon,Q465523,Haigazian University
LIU,http://www.wikidata.org/entity/Q39000092,1.0,family name,Q39000092,Liu
Notre Dame University – Louaize,http://www.wikidata.org/entity/Q1529514,1.0,modern school,Q1529514,Notre Dame University – Louaize
NDU,http://www.wikidata.org/entity/Q134462957,1.0,family name,Q134462957,Ndu
Lycee Abdel Kader,http://www.wikidata.org/entity/Q3268548,0.991,"private school in Beirut, Lebanon",Q3268548,Lycée Abdel Kader
Lycée Franco-Libanais Verdun,http://www.wikidata.org/entity/Q3269055,1.0,"private school in Beirut, Lebanon",Q3269055,Lycée Franco-Libanais Verdun
American Community School,http://www.wikidata.org/entity/Q4743502,1.0,"private, independent, American international school in Chalandri, Athens, Greece",Q4743502,American Community Schools
Collège Louise Wegmann,http://www.wikidata.org/entity/Q5147626,1.0,school in Lebanon,Q5147626,Collège Louise Wegmann
Armenian Evangelical Central High School,http://www.wikidata.org/entity/Q4793176,1.0,"private school in Ashrafieh, Beirut, Lebanon",Q4793176,Armenian Evangelical Central High School
1989,http://www.wikidata.org/entity/Q17544553,1.0,2014 studio album by Taylor Swift,Q17544553,1989
1955,http://www.wikidata.org/entity/Q18577,1.0,year,Q18577,1955
1996,http://www.wikidata.org/entity/Q2070,1.0,year,Q2070,1996
Chambre de Commerce et d'Industrie de Paris,http://www.wikidata.org/entity/Q97368790,1.0,,Q97368790,Chambre de commerce et d'industrie de Paris
Beqaa,http://www.wikidata.org/entity/Q4890938,1.0,Wikimedia disambiguation page,Q4890938,Beqaa
Office des Chemins de Fer et des Transports en Commun,http://www.wikidata.org/entity/Q7072361,0.153,Lebanese government authority,Q7072361,OCFTC
2017,http://www.wikidata.org/entity/Q25290,1.0,year,Q25290,2017
2024,http://www.wikidata.org/entity/Q49619,1.0,calendar year,Q49619,2024
ACTC,http://www.wikidata.org/entity/Q17709273,0.939,protein-coding gene in the species Homo sapiens,Q17709273,ACTC1
the Ministry of Transport,http://www.wikidata.org/entity/Q4486964,0.595,,Q4486964,flag of the Ministry of Transport of the Russian Federation
Francophonie,http://www.wikidata.org/entity/Q1003588,1.0,all of the people and institutions that use predominantly French,Q1003588,Francophonie
2002,http://www.wikidata.org/entity/Q1987,1.0,calendar year,Q1987,2002
2007,http://www.wikidata.org/entity/Q2024,1.0,calendar year,Q2024,2007
every year,http://www.wikidata.org/entity/Q138773730,0.819,american series,Q138773730,Every Year After
Gemmayze,http://www.wikidata.org/entity/Q47459312,0.991,29th sector of Beirut,Q47459312,Gemmayzeh
The Archaeological Museum,http://www.wikidata.org/entity/Q100421807,0.98,,Q100421807,The Archaeological Museums
Nicolas Sursock,http://www.wikidata.org/entity/Q7029826,1.0,Lebanese art collector,Q7029826,Nicolas Sursock
Planet Discovery,http://www.wikidata.org/entity/Q68616824,0.812,scientific article published in January 1992,Q68616824,Planet discovery retracted
2000,http://www.wikidata.org/entity/Q1985,1.0,calendar year,Q1985,2000
October 2013,http://www.wikidata.org/entity/Q3039105,1.0,month of 2013,Q3039105,October 2013
Mim Museum,http://www.wikidata.org/entity/Q40888888,1.0,"museum of minerals and fossils in Beirut, Lebanon",Q40888888,Mim Museum
the Middle-East,http://www.wikidata.org/entity/Q7751278,0.983,"nightclub and restaurant in Cambridge, Massachusetts, U.S.",Q7751278,The Middle East
2010,http://www.wikidata.org/entity/Q1995,1.0,calendar year,Q1995,2010
Middle Income,http://www.wikidata.org/entity/Q106470198,1.0,having income between low class and high class,Q106470198,middle income
7 December 2014,http://www.wikidata.org/entity/Q19761432,0.889,Sunday in December 2014,Q19761432,"December 7, 2014"
La Paz,http://www.wikidata.org/entity/Q997833,1.0,"city in Canelones, Uruguay",Q997833,La Paz
Kuala Lumpur,http://www.wikidata.org/entity/Q1865,1.0,Federal territory and capital city of Malaysia,Q1865,Kuala Lumpur
Travel and Leisure,http://www.wikidata.org/entity/Q2505734,0.932,"travel magazine based in New York City, New York",Q2505734,Travel + Leisure
Télé Liban,http://www.wikidata.org/entity/Q3048428,1.0,Lebanese television network,Q3048428,Télé Liban
ÓTV,http://www.wikidata.org/entity/Q106454058,0.55,family name,Q106454058,Ötvös
Orange TV,http://www.wikidata.org/entity/Q3213030,1.0,,Q3213030,Orange TV
MTV Lebanon,http://www.wikidata.org/entity/Q45751,0.512,television station in Lebanon,Q45751,Murr Television
Catholic TV,http://www.wikidata.org/entity/Q5053245,1.0,Pakistani Catholic television channel,Q5053245,Catholic TV
New TV,http://www.wikidata.org/entity/Q106930302,1.0,vocal track by PACKS,Q106930302,New TV
ANB,http://www.wikidata.org/entity/Q51674741,0.45,forum to discuss genealogy in Sweden,Q51674741,Anbytarforum
MBC 4,http://www.wikidata.org/entity/Q1107314,1.0,Saudi television channel,Q1107314,MBC 4
Al Jazeera,http://www.wikidata.org/entity/Q13477,1.0,Qatari international television channel,Q13477,Al Jazeera
Al Yawm,http://www.wikidata.org/entity/Q124975207,0.464,periodical published in Montreal,Q124975207,al-Yawmīyah al-muʿīdah
Virgin Radio Lebanon,http://www.wikidata.org/entity/Q16991512,1.0,radio station,Q16991512,Virgin Radio Lebanon
Sawt el Ghad,http://www.wikidata.org/entity/Q3474667,1.0,radio station in Lebanon,Q3474667,Sawt El Ghad
Al Joumhouria,http://www.wikidata.org/entity/Q4704165,1.0,newspaper,Q4704165,Al Joumhouria
As-Safir,http://www.wikidata.org/entity/Q2866212,1.0,defunct Lebanese newspaper,Q2866212,As-Safir
Al-Akhbar,http://www.wikidata.org/entity/Q2830429,0.939,Mauritanian news agency,Q2830429,Al Akhbar
Ad-Diyar,http://www.wikidata.org/entity/Q2823847,1.0,daily newspaper in Lebanon,Q2823847,Ad-Diyar
Al Sharq,http://www.wikidata.org/entity/Q17070389,1.0,"Arabic daily newspaper in Doha, Qatar",Q17070389,Al Sharq
1970,http://www.wikidata.org/entity/Q2474,1.0,year,Q2474,1970
Al Intiqad,http://www.wikidata.org/entity/Q10404186,1.0,newspaper,Q10404186,Al Intiqad
Le Commerce du Levant,http://www.wikidata.org/entity/Q3221636,1.0,defunct business magazine in Lebanon,Q3221636,Le Commerce du Levant
Monday Morning,http://www.wikidata.org/entity/Q2072596,1.0,"song written and compsoed by Peter Wade Keusch, Sidh Solanki and Charlene Gilliam, originally recorded by Melanie Fiona in 2008 and released in 2009",Q2072596,Monday Morning
1957,http://www.wikidata.org/entity/Q5311,1.0,year,Q5311,1957
Sidon,http://www.wikidata.org/entity/Q16883306,1.0,family name,Q16883306,Sidon
Sagesse,http://www.wikidata.org/entity/Q37316147,1.0,family name,Q37316147,Sagesse
Al Riyadi Beirut,http://www.wikidata.org/entity/Q3433992,0.915,Lebanese basketball team,Q3433992,Al Riyadi Club Beirut
Hoops Club,http://www.wikidata.org/entity/Q5898430,1.0,Lebanese sports club,Q5898430,Hoops Club
Golf Club of Lebanon,http://www.wikidata.org/entity/Q16975782,1.0,Golf club and course in Lebanon,Q16975782,Golf Club of Lebanon
Canada,http://www.wikidata.org/entity/Q16,1.0,country in North America,Q16,Canada
Zuhair Murad,http://www.wikidata.org/entity/Q3088769,1.0,Fashion Designer,Q3088769,Zuhair Murad
Georges Hobeika,http://www.wikidata.org/entity/Q17180652,1.0,Lebanese fashion designer,Q17180652,Georges Hobeika
Rabih Kayrouz,http://www.wikidata.org/entity/Q3415930,1.0,fashion designer,Q3415930,Rabih Kayrouz
Yazan Halwani,http://www.wikidata.org/entity/Q21621425,1.0,Lebanese artist,Q21621425,Yazan Halwani
Verdun,http://www.wikidata.org/entity/Q154748,1.0,"commune in Meuse, France",Q154748,Verdun
Mariah Carey,http://www.wikidata.org/entity/Q41076,1.0,American singer (born 1969),Q41076,Mariah Carey
Andrea Bocelli,http://www.wikidata.org/entity/Q42402,1.0,Italian tenor and singer-songwriter (born 1958),Q42402,Andrea Bocelli
Engelbert Humperdinck,http://www.wikidata.org/entity/Q221289,1.0,British singer,Q221289,Engelbert Humperdinck
the mid-1970s,http://www.wikidata.org/entity/Q56484640,0.26,article by Gerald Meehl et al published February 2009 in Journal of Climate,Q56484640,The Mid-1970s Climate Shift in the Pacific and the Relative Roles of Forced versus Inherent Decadal Variability
1982,http://www.wikidata.org/entity/Q2436,1.0,year,Q2436,1982
William Henry Bartlett,http://www.wikidata.org/entity/Q328705,1.0,English artist (1809-1854),Q328705,William Henry Bartlett
Letitia Elizabeth Landon,http://www.wikidata.org/entity/Q1760518,1.0,British poet and novelist (1802–1838),Q1760518,Letitia Elizabeth Landon
Bairut,http://www.wikidata.org/entity/Q124975163,0.883,magazine published in Beirut,Q124975163,Bairût
Beirout,http://www.wikidata.org/entity/Q3820,0.973,capital and largest city of Lebanon,Q3820,Beirut
1934,http://www.wikidata.org/entity/Q18714,1.0,year,Q18714,1934
200 BC,http://www.wikidata.org/entity/Q43306,1.0,year,Q43306,200 BC
Laodikeia,http://www.wikidata.org/entity/Q200030,0.675,principal port city of Syria,Q200030,Latakia
Astarte,http://www.wikidata.org/entity/Q3259657,1.0,genus of molluscs,Q3259657,Astarte
Antiochus IV Epiphanes,http://www.wikidata.org/entity/Q3356,1.0,king of the Seleucid Empire (175–164 BC),Q3356,Antiochus IV Epiphanes
Demetrius II Nicator,http://www.wikidata.org/entity/Q309719,1.0,Seleucid king from 145 to 138 BC,Q309719,Demetrius II Nicator
Alexander II Zabinas,http://www.wikidata.org/entity/Q315006,0.977,Ruler of the Greek Seleucid kingdom,Q315006,Alexandros II Zabinas
Cooke,http://www.wikidata.org/entity/Q105436579,1.0,masculine given name,Q105436579,Cooke
22 November 2006,http://www.wikidata.org/entity/Q19617497,0.838,date,Q19617497,"November 22, 2006"
The Guardian,http://www.wikidata.org/entity/Q11148,1.0,British national daily newspaper,Q11148,The Guardian
8 March 2017,http://www.wikidata.org/entity/Q33122584,0.85,Wednesday in March 2017,Q33122584,"March 8, 2017"
1 July 2022,http://www.wikidata.org/entity/Q69306477,0.833,date in Gregorian calendar,Q69306477,"July 1, 2022"
United Nations Human Settlements Programme,http://www.wikidata.org/entity/Q487883,1.0,UN agency for human settlements and sustainable urban development,Q487883,United Nations Human Settlements Programme
Jones,http://www.wikidata.org/entity/Q59853,1.0,family name,Q59853,Jones
Roach,http://www.wikidata.org/entity/Q53673023,1.0,given name,Q53673023,Roach
Peter,http://www.wikidata.org/entity/Q2793400,1.0,male given name,Q2793400,Peter
Setter,http://www.wikidata.org/entity/Q37151884,1.0,family name,Q37151884,Setter
Esling,http://www.wikidata.org/entity/Q138495138,1.0,family name,Q138495138,Esling
Cambridge University Press,http://www.wikidata.org/entity/Q912887,1.0,publishing business of the University of Cambridge,Q912887,Cambridge University Press
The World Bank,http://www.wikidata.org/entity/Q7164,0.883,international financial institution,Q7164,World Bank
20 March 2016,http://www.wikidata.org/entity/Q24713789,0.791,date,Q24713789,"March 20, 2016"
Macalester College,http://www.wikidata.org/entity/Q1141571,1.0,"private liberal arts college in Saint Paul, Minnesota",Q1141571,Macalester College
VOA News,http://www.wikidata.org/entity/Q228389,0.383,United States international broadcaster,Q228389,Voice of America
3 March 2016,http://www.wikidata.org/entity/Q22997082,0.85,Thursday in March 2016,Q22997082,"March 3, 2016"
Natalia,http://www.wikidata.org/entity/Q6296301,1.0,female given name,Q6296301,Natalia
10 May 2010,http://www.wikidata.org/entity/Q22664035,0.746,Monday in May 2010,Q22664035,"May 10, 2010"
5 August 2023,http://www.wikidata.org/entity/Q69306882,0.865,date in Gregorian calendar,Q69306882,"August 5, 2023"
12 March 2025,http://www.wikidata.org/entity/Q69307473,0.791,date in Gregorian calendar,Q69307473,"March 12, 2025"
The New Encyclopædia Britannica,http://www.wikidata.org/entity/Q29391702,1.0,scientific article (publication date: 1975),Q29391702,The New Encyclopaedia Britannica
Encyclopædia Britannica Inc.,http://www.wikidata.org/entity/Q2743906,1.0,British-American publisher; publisher of Encyclopædia Britannica,Q2743906,Encyclopædia Britannica Inc.
the Wayback Machine,http://www.wikidata.org/entity/Q110087414,0.585,episode of the Ben Shapiro Show,Q110087414,The Ben Shapiro Show - The Wayback Machine | Ep. 734
Case Western Reserve University,http://www.wikidata.org/entity/Q1047060,1.0,"private university in Ohio, United States",Q1047060,Case Western Reserve University
Chisholm,http://www.wikidata.org/entity/Q16245763,1.0,family name,Q16245763,Chisholm
23 October 2007,http://www.wikidata.org/entity/Q22663670,0.824,Tuesday in October 2007,Q22663670,"October 23, 2007"
New York Times,http://www.wikidata.org/entity/Q3875590,1.0,2001 album by Adam Bomb,Q3875590,New York Times
Jehl,http://www.wikidata.org/entity/Q37444146,1.0,family name,Q37444146,Jehl
1900,http://www.wikidata.org/entity/Q2034,1.0,calendar year,Q2034,1900
P. Wescombe,http://www.wikidata.org/entity/Q123683392,0.819,microbiologist,Q123683392,Philip Wescombe
Stone-Age,http://www.wikidata.org/entity/Q66584099,0.939,1992 video game,Q66584099,Stone Age
Imprimerie Catholique,http://www.wikidata.org/entity/Q119857320,1.0,"publisher from Brive, France",Q119857320,Imprimerie catholique
Ras Beyrouth,http://www.wikidata.org/entity/Q7294643,0.868,quarter of Beirut,Q7294643,Ras Beirut
1932,http://www.wikidata.org/entity/Q18743,1.0,year,Q18743,1932
1921,http://www.wikidata.org/entity/Q2162,1.0,year,Q2162,1921
Rephaim,http://www.wikidata.org/entity/Q4837127,1.0,place in ancient Israel,Q4837127,rephaim
Paderborn,http://www.wikidata.org/entity/Q2971,1.0,"city in North Rhine-Westphalia, Germany",Q2971,Paderborn
1973,http://www.wikidata.org/entity/Q2477,1.0,year,Q2477,1973
The Daily Star,http://www.wikidata.org/entity/Q1586163,1.0,Bangladeshi English language newspaper,Q1586163,The Daily Star
29 September 2018,http://www.wikidata.org/entity/Q45921369,0.85,Saturday in September 2018,Q45921369,"September 29, 2018"
Philipps-Universität Marburg,http://www.wikidata.org/entity/Q101381042,0.777,academic department,Q101381042,Philipps-Universität Marburg Fachbereich Biologie
23 November 2018,http://www.wikidata.org/entity/Q45921858,0.838,Friday in November 2018,Q45921858,"November 23, 2018"
Curvers,http://www.wikidata.org/entity/Q32856149,1.0,family name,Q32856149,Curvers
13 October 2021,http://www.wikidata.org/entity/Q69306207,0.824,date in Gregorian calendar,Q69306207,"October 13, 2021"
Cohen,http://www.wikidata.org/entity/Q1158586,1.0,family name,Q1158586,Cohen
23 April 2009,http://www.wikidata.org/entity/Q22663783,0.791,Thursday in April 2009,Q22663783,"April 23, 2009"
17 November 2007,http://www.wikidata.org/entity/Q19617731,0.838,Saturday in November 2007,Q19617731,"November 17, 2007"
Martyrs' Square,http://www.wikidata.org/entity/Q2919220,1.0,"historical central public square of Beirut, Lebanon",Q2919220,Martyrs' Square
23 July 2013,http://www.wikidata.org/entity/Q17982257,0.77,date,Q17982257,"July 23, 2013"
James F.,http://www.wikidata.org/entity/Q432726,0.746,American politician (1882–1972),Q432726,James F. Byrnes
Hall,http://www.wikidata.org/entity/Q1551523,1.0,family name,Q1551523,Hall
Linda Jones,http://www.wikidata.org/entity/Q110442575,1.0,engineering professor,Q110442575,Linda Jones
Roman Berytus,http://www.wikidata.org/entity/Q22948573,0.675,"historic site in downtown Beirut, Lebanon",Q22948573,"Roman Baths, Beirut"
Britannica.com,http://www.wikidata.org/entity/Q4969322,0.898,business,Q4969322,Britannica.com Inc.
Michael,http://www.wikidata.org/entity/Q4927524,1.0,male given name,Q4927524,Michael
22 June 2021,http://www.wikidata.org/entity/Q69306090,0.77,date in Gregorian calendar,Q69306090,"June 22, 2021"
7 March 2014,http://www.wikidata.org/entity/Q17924144,0.85,date,Q17924144,"March 7, 2014"
Saida,http://www.wikidata.org/entity/Q10861276,1.0,female given name,Q10861276,Saida
28 June 2009,http://www.wikidata.org/entity/Q22663822,0.77,Sunday in June 2009,Q22663822,"June 28, 2009"
Perring,http://www.wikidata.org/entity/Q37449292,1.0,family name,Q37449292,Perring
Antiquaries Journal,http://www.wikidata.org/entity/Q15755623,1.0,academic journal,Q15755623,Antiquaries Journal
23 February 2008,http://www.wikidata.org/entity/Q19617893,0.838,Saturday in February 2008,Q19617893,"February 23, 2008"
Wilson,http://www.wikidata.org/entity/Q1645480,1.0,family name,Q1645480,Wilson
Hogarth,http://www.wikidata.org/entity/Q37568491,1.0,family name,Q37568491,Hogarth
Jacques,http://www.wikidata.org/entity/Q941049,1.0,male given name,Q941049,Jacques
30 January 2009,http://www.wikidata.org/entity/Q22663712,0.824,Friday in January 2009,Q22663712,"January 30, 2009"
4 October 2023,http://www.wikidata.org/entity/Q69306942,0.878,date in Gregorian calendar,Q69306942,"October 4, 2023"
Küskü,http://www.wikidata.org/entity/Q10782752,0.512,"mahalle (administrative quarter) in Hilvan, Şanlıurfa, southeastern Turkey",Q10782752,Kuskunlu
2019,http://www.wikidata.org/entity/Q25274,1.0,year,Q25274,2019
21 October 2022,http://www.wikidata.org/entity/Q69306591,0.824,date in Gregorian calendar,Q69306591,"October 21, 2022"
Fawaz,http://www.wikidata.org/entity/Q37249584,1.0,family name,Q37249584,Fawaz
Leila,http://www.wikidata.org/entity/Q1607500,1.0,female given name,Q1607500,Leila
Cambridge,http://www.wikidata.org/entity/Q49111,1.0,"city in Middlesex County, Massachusetts, United States of America",Q49111,Cambridge
16 March 2024,http://www.wikidata.org/entity/Q69307107,0.791,date in Gregorian calendar,Q69307107,"March 16, 2024"
15 September 2018,http://www.wikidata.org/entity/Q45921259,0.85,Saturday in September 2018,Q45921259,"September 15, 2018"
Harvard University Press,http://www.wikidata.org/entity/Q1587900,1.0,American university publishing house,Q1587900,Harvard University Press
Harvard university,http://www.wikidata.org/entity/Q13371,1.0,"private university in Cambridge, Massachusetts",Q13371,Harvard University
Massachusetts,http://www.wikidata.org/entity/Q771,1.0,state of the United States of America,Q771,Massachusetts
12 October 2016,http://www.wikidata.org/entity/Q28037682,0.824,Wednesday in October 2016,Q28037682,"October 12, 2016"
Foreign Policy,http://www.wikidata.org/entity/Q1063573,1.0,"American news magazine and website based in Washington, D.C.",Q1063573,Foreign Policy
24 January 2007,http://www.wikidata.org/entity/Q22663545,0.824,Wednesday in January 2007,Q22663545,"January 24, 2007"
11 July 2012,http://www.wikidata.org/entity/Q17981397,0.77,Wednesday in July 2012,Q17981397,"July 11, 2012"
PBS.org,http://www.wikidata.org/entity/Q215616,0.65,American public broadcaster and television network,Q215616,PBS
24 August 2017,http://www.wikidata.org/entity/Q37787907,0.809,Thursday in August 2017,Q37787907,"August 24, 2017"
23 October 1983,http://www.wikidata.org/entity/Q69295807,0.824,date in Gregorian calendar,Q69295807,"October 23, 1983"
Nagi,http://www.wikidata.org/entity/Q37569145,1.0,family name,Q37569145,Nagi
Journal of Settlements and Spatial Planning,http://www.wikidata.org/entity/Q96329319,1.0,,Q96329319,Journal of Settlements and Spatial Planning
13 November 2007,http://www.wikidata.org/entity/Q12965871,0.838,date,Q12965871,"November 13, 2007"
19 November 2007,http://www.wikidata.org/entity/Q12965872,0.838,date,Q12965872,"November 19, 2007"
23 December 2007,http://www.wikidata.org/entity/Q19617586,0.838,date,Q19617586,"December 23, 2007"
14 March 2005,http://www.wikidata.org/entity/Q22663031,0.791,date,Q22663031,"March 14, 2005"
The Washington Post,http://www.wikidata.org/entity/Q166032,1.0,"daily broadsheet newspaper in Washington, D.C.",Q166032,The Washington Post
Hariri,http://www.wikidata.org/entity/Q56244064,1.0,family name,Q56244064,Hariri
26 April 2005,http://www.wikidata.org/entity/Q22663074,0.791,Tuesday in April 2005,Q22663074,"April 26, 2005"
Voice of America,http://www.wikidata.org/entity/Q228389,1.0,United States international broadcaster,Q228389,Voice of America
Jewish Virtual Library,http://www.wikidata.org/entity/Q2535917,1.0,website,Q2535917,Jewish Virtual Library
14 November 2016,http://www.wikidata.org/entity/Q28051292,0.838,Monday in November 2016,Q28051292,"November 14, 2016"
23 May 2015,http://www.wikidata.org/entity/Q19765100,0.746,Saturday in May 2015,Q19765100,"May 23, 2015"
Naharnet,http://www.wikidata.org/entity/Q6959212,1.0,Lebanese daily newspaper,Q6959212,Naharnet
